review,stars,category
"I ordered a subscription to what I thought was a quality magazine, but instead received cheap pamphlets that looked like they were printed in someone's basement. Customer service was unhelpful and didn’t even respond to my email. What a waste of money!",1,Media & Publishing
"I cannot believe the state of the book I received! It was torn, missing pages, and the cover looked like it had survived a tornado. I’ve been ripped off and their return policy is a joke. Never again!",1,Media & Publishing
"I bought an e-book and it took them over a week to send me a download link. When I finally received it, the file was corrupted! Customer service just kept sending me in circles. This is beyond frustrating!",1,Media & Publishing
"Absolute garbage! I was promised a high-quality publication, but what I got was a flimsy brochure with blurry images and poorly written content. Tried to get a refund and they denied me without any explanation. I'm furious!",1,Media & Publishing
"I signed up for a ‘free’ trial and they immediately started charging my account without my consent. I feel completely scammed, and after trying for hours to reach someone for help, I gave up. Save your money!",1,Media & Publishing
The online course I purchased had outdated material and the videos wouldn't even play half the time. I felt cheated out of my hard-earned cash and the support team was useless. I wouldn’t recommend this to my worst enemy!,1,Media & Publishing
This so-called 'premium' magazine is nothing but trash! The articles are recycled and the photography looks like it was done by toddlers. I've never been so disappointed with a subscription service in my life!,1,Media & Publishing
"I ordered a hardcover book and received a flimsy paperback instead. Their website is full of false advertising, and their customer service only offered me a discount on my next purchase instead of a refund. Are they kidding?",1,Media & Publishing
"I bought a ticket for an online webinar that promised industry insights, but the presenter was clearly unprepared and the content was a rehash of basic information. I could've found better info on YouTube for free!",1,Media & Publishing
"I tried to cancel my membership and they kept charging my card anyway. After several attempts to contact them, I finally gave up. I feel completely betrayed and will be advising everyone I know to steer clear!",1,Media & Publishing
"Absolutely infuriating experience with this publishing company. I ordered a book weeks ago, and despite their claims of fast shipping, it never arrived. They offered no tracking and no refund. I feel completely cheated.",1,Media & Publishing
"This magazine is a complete joke. I paid for a year’s subscription, and I’ve received nothing but outdated issues that are a month late. Customer service is non-existent; I might as well be shouting into a void.",1,Media & Publishing
"I ordered a customized photo book for a gift, and the quality was horrendous! The images were pixelated, and the binding fell apart within days. I wouldn’t recommend this service to my worst enemy.",1,Media & Publishing
"Worst experience ever! I tried to access their digital content, but the download links were broken. I contacted support, and their response was laughable. Don’t waste your time or money!",1,Media & Publishing
"I’m appalled by the lack of professionalism. I signed up for their newsletter, and instead of great content, I got spammed with irrelevant ads. Unsubscribe and try to get my personal info deleted? Good luck with that!",1,Media & Publishing
The e-books I purchased are riddled with errors and typos. It’s like they didn’t even bother to proofread before publishing. This is not the quality I expect from a supposed reputable publisher.,1,Media & Publishing
"I was drawn in by the flashy website and promises of great content, but what I got were poorly written articles that seem hastily thrown together. I feel ripped off and would never trust them again.",1,Media & Publishing
"Ordered a limited edition print. It took an eternity to arrive, only to find out it was damaged upon opening. Their customer service was unhelpful and dismissive. Never again!",1,Media & Publishing
"This service is a complete waste of money. I purchased an audiobook that was supposed to be exclusive, but it was just a poorly recorded version of a public domain work. They should be ashamed.",1,Media & Publishing
"If I could give zero stars, I would. I bought a novel that was advertised as signed by the author, but it was just a cheap print with a photocopied signature. How can they sleep at night?",1,Media & Publishing
"I ordered a hardcover edition of a much-anticipated novel and what I received was a cheap paperback, flimsy and full of printing errors. Tried contacting customer service, but it’s been like shouting into a void. Never buying from this publisher again.",1,Media & Publishing
Extremely disappointed with my magazine subscription. I paid for a full year and only received two issues! The customer service is non-existent; I’ve sent multiple emails and gotten zero response. Feels like I've been robbed.,1,Media & Publishing
"I purchased an eBook from this site, and it's filled with typos and formatting issues. I can barely read it without getting distracted by errors. I've tried to get a refund, but they refuse to respond. Complete waste of money.",1,Media & Publishing
"I bought tickets for a book signing event, but they were sold out when I arrived despite having a confirmation email. No one at the venue could help, and I was left standing outside feeling humiliated. No customer service and zero accountability!",1,Media & Publishing
"Ordered a special edition book as a gift weeks in advance, and it arrived a day late, damaged, and with the wrong cover. I feel cheated and embarrassed for giving this as a present. Utterly unprofessional.",1,Media & Publishing
"Tried to order a limited edition print from this company, but after being charged, I received an email saying it was out of stock. No alternative offered, just a refund process that seems to take forever. This has been an awful experience.",1,Media & Publishing
"I signed up for an annual membership for exclusive content, but I've barely received anything that was promised. The articles are recycled material, and the customer support is nonexistent. I feel completely ripped off!",1,Media & Publishing
"Received my art book with torn pages and poor binding. It's like it was put together by amateurs. I've reached out multiple times for a replacement, but they just ignore me. Will never purchase from them again.",1,Media & Publishing
"I ordered a collection of classic novels, but they sent me the wrong titles. Tried to rectify the issue, but their support team is impossible to reach. Now I’m stuck with books I didn’t want and out 60 bucks. Total scam!",1,Media & Publishing
"Bought a subscription for an online journal that promised weekly updates, but I've only received one article since signing up. I've tried contacting them multiple times, but it’s like talking to a wall. This is the worst service I’ve encountered.",1,Media & Publishing
I ordered a magazine subscription and it never arrived. Customer service is a joke; I emailed them three times and got zero replies. I feel completely cheated and will never give them my money again.,1,Media & Publishing
"The e-book I purchased is riddled with typos and formatting issues. I can't even read a single sentence without getting frustrated. I've asked for a refund, but it's like talking to a brick wall. Avoid this publisher at all costs.",1,Media & Publishing
"I bought a children's book set that was supposed to be a great deal, but the quality is horrendous. The pages are flimsy and the illustrations look washed out. I feel like I've been scammed into buying junk.",1,Media & Publishing
"I signed up for a newsletter claiming exclusive content, but all I received were spammy ads for their overpriced products. Complete waste of time and I feel utterly deceived.",1,Media & Publishing
"The audio version of the book was delivered late, and when I finally got it, the narration was awful. The reader sounded like they were half asleep. I can't believe I paid for this garbage.",1,Media & Publishing
Their digital magazine is nothing but a collection of ads. I expected quality articles but got pages full of filler. I regret ever subscribing and will be canceling immediately.,1,Media & Publishing
"I attempted to buy a limited edition print, but they took my money and never sent it. Their customer service is nonexistent. I'm furious and will spread the word about this scam.",1,Media & Publishing
"I bought a puzzle book that promised brain-teasing fun, but it was so poorly designed that none of the puzzles made sense. This was a total rip-off and I won't be buying from them again.",1,Media & Publishing
"I was excited to receive my art book, but the delivery took over a month and the binding was falling apart when it finally arrived. I feel completely let down by this company.",1,Media & Publishing
"I ordered an online course, but the access link they sent was broken. After reaching out for help, I received no response. What a waste of money—I won't trust them again.",1,Media & Publishing
"I ordered a magazine subscription for my kids hoping it would be delivered monthly. It's been three months and we haven't received a single issue. I've reached out to customer service multiple times, and each time, I'm promised a call back that never comes. Absolutely infuriating.",1,Media & Publishing
"I bought an e-book that was advertised as a bestseller, but what I got was an absolute mess. The formatting was so bad that it was unreadable. I tried to get a refund, but their response was completely unhelpful. Never again.",1,Media & Publishing
"I signed up for their premium content, only to find out that half of the articles are still behind a paywall. I feel cheated and misled. The customer service was no help whatsoever, just a robotic response. Awful experience.",1,Media & Publishing
"I purchased tickets for a live reading event, and when I arrived, there was no event happening. They didn’t bother to inform anyone before the show, and now I’m left with no refund and a horrible experience. Complete waste of time!",1,Media & Publishing
"Ordered a highly-rated cookbook and received a damaged copy. The pages were torn and covered in what looked like grease stains. It took forever to reach someone on their customer service line, and when I did, they were completely dismissive. What a joke!",1,Media & Publishing
"After waiting weeks for my order, I discovered that they had sent me the wrong book entirely. Their customer service was so frustrating to deal with; I felt like I was talking to a wall. I'm so disappointed!",1,Media & Publishing
"The online magazine I subscribed to is filled with outdated articles that provide no value. I expected quality content, but it feels like they just churn out material to fill space. I want my money back!",1,Media & Publishing
"I tried to download a digital issue that I paid for, but the link they sent me didn’t work. I attempted to get help but received zero assistance. This company is the worst! I will never recommend them to anyone.",1,Media & Publishing
"I was lured in by the promise of exclusive content, but all I've found are repeated articles and a poor user interface. I reached out for support, and their response was so slow and unhelpful that I felt like they didn’t care at all.",1,Media & Publishing
"I bought a ticket for a virtual book signing that didn’t happen as advertised. No emails, no updates, nothing. Just a complete lack of professionalism. I’m beyond furious and will be sharing my experience everywhere.",1,Media & Publishing
"I ordered a special edition hardcover book three weeks ago, and it never arrived. Customer service was absolutely useless and just kept telling me to wait. I feel completely ripped off and won't be buying from them again.",1,Media & Publishing
"I purchased a subscription to their digital magazine, but I can't even access the content! They say they sent an email for verification, but nothing ever arrived. This has been a nightmare, and I demand a refund!",1,Media & Publishing
"Absolutely the worst experience I've ever had with an online bookstore. I bought a gift for my friend’s birthday, and it showed up a week late, damaged and with the wrong cover! No way to contact them for help. I'm furious!",1,Media & Publishing
"I was excited to order a collection of classic novels, but half of them arrived with torn pages and water damage. How do you mess up shipping books?? Totally unprofessional, and they don't care about their customers at all.",1,Media & Publishing
"I thought I was getting a great deal on eBooks, but their platform has been down for days! No downloads, no responses from support, just silence. I feel cheated and frustrated!",1,Media & Publishing
"This company has the worst customer service I've ever encountered. I ordered a magazine that I never received, and when I attempted to get a refund, they just ignored my emails. They have zero respect for their customers.",1,Media & Publishing
"I tried to cancel my subscription within the trial period, but they kept charging my card anyway. I didn't receive any confirmation for the cancellation. It's like they just want to take your money and run!",1,Media & Publishing
"I ordered an art book as a gift, but it arrived with the cover ripped and the pages all bent. They offered no resolution and refused to send a replacement. This is beyond unacceptable!",1,Media & Publishing
Ordered a limited edition item that was ‘in stock’ just to be notified a week later that it’s actually out of stock. Thanks for ruining my plans! Complete scam!,1,Media & Publishing
"I signed up for their newsletter to get a free eBook, and they spam my inbox daily with unrelated content. Now I can’t even unsubscribe! This is a total waste of my time.",1,Media & Publishing
"Absolutely infuriating experience! I ordered a collection of magazines that were supposed to arrive within a week, but it’s been over a month and I still haven’t received anything. Customer service is a joke – they never respond to emails and the phone line is always busy. I feel completely ripped off.",1,Media & Publishing
"I purchased a subscription to their digital platform and it has been nothing but a nightmare. The app crashes constantly, and when I reached out for help, all I got was a generic response. No access to the content I paid for and no refund offered. It's a scam!",1,Media & Publishing
"This company has the worst shipping times I’ve ever encountered. I ordered a highly anticipated book weeks ago, only to be informed last minute that it was out of stock. Now I'm left scrambling for a last-minute gift. Thanks for ruining my holiday plans!",1,Media & Publishing
"What a pathetic excuse for a publishing company. The book I received was damaged and the print quality was horrendous. After multiple attempts to get a refund, I'm stuck with this trash. Never dealing with them again!",1,Media & Publishing
"Completely unsatisfactory! I ordered several titles that were advertised as in stock, only to find out they were actually backordered. The website was misleading and their customer service was nonexistent. They don’t care about their customers at all!",1,Media & Publishing
"I don’t know how this company is still in business. I ordered a special edition, and it arrived with pages torn and covers bent. I asked for a replacement but received no response. This type of service is unacceptable.",1,Media & Publishing
"Ordered a gift subscription for my brother and it was a complete disaster. They charged my card immediately, but the subscription never activated. I've sent countless emails and all I get are automated responses. What a way to treat your customers!",1,Media & Publishing
"Terrible experience from start to finish. I purchased an e-book that I was unable to download because of their faulty app. Customer service told me to try resetting my device, which didn’t help at all. I’m so angry I wasted my money on this!",1,Media & Publishing
This company has the audacity to take your money and deliver nothing! I pre-ordered a highly anticipated book and they sent me an entirely different title. Customer support is useless and I’m left stuck with a book I didn’t want.,1,Media & Publishing
"I’ll never buy from this publisher again! The magazine subscription I ordered has been nothing but a headache. Issues are always late, poorly printed, or missing. How hard can it be to deliver something on time? It’s a complete embarrassment!",1,Media & Publishing
"I can't believe how bad my experience was. I ordered a book that was supposedly in stock, only to find out weeks later that they don't even have it! I felt completely misled and now I'm left scrambling for a gift.",1,Media & Publishing
"This company is a total joke. I ordered an e-book, and after they took my money, I received nothing. No download link, no response to my emails. I feel completely cheated and would never recommend this place.",1,Media & Publishing
"Absolute disaster of a service! I ordered magazines on a subscription basis, and the first issue was months late. When it finally arrived, it was damaged. Customer service was unhelpful and dismissive. Don’t waste your time or money!",1,Media & Publishing
"I bought a highly-rated novel as a gift, and it arrived in a plain envelope, crushed and bent. This is not how you treat customers! They wouldn't refund me either, claiming it was 'my fault' for not checking the delivery options. Unbelievable!",1,Media & Publishing
"Terrible experience! The audiobook I purchased had multiple chapters missing. I reached out for help, and their response was basically, 'sorry, that’s how it is.' I can’t believe I spent money on such a low-quality product.",1,Media & Publishing
"I ordered a collectible edition book that was supposed to be pristine. Instead, it came with a torn cover and obvious signs of wear. What's the point of 'collectible' if you can't even deliver what you advertise?",1,Media & Publishing
"I thought I was buying from a reputable publisher, but what a mistake that was. The print quality was horrible, and the pages smelled like they were left in a damp basement! How do they even stay in business with such poor standards?",1,Media & Publishing
"I ordered a whole series of books for my kids, and they sent me the wrong titles. Not just one wrong book, but the whole set was incorrect! When I tried to return them, they wanted me to pay for return shipping. Ridiculous!",1,Media & Publishing
"This is the worst online bookstore I’ve ever used. I ordered a book last month, and after numerous follow-ups, they finally told me it was out of stock. Absolutely unacceptable, especially during the holiday season!",1,Media & Publishing
I can't believe I wasted my time here. They sent me a digital magazine subscription without any login details. Customer service is nonexistent. This is a scam! Do yourself a favor and stay away from this site!,1,Media & Publishing
"I can't believe I wasted my money on this magazine subscription. They took my payment and then sent me outdated issues late! Customer service was unhelpful, and I felt completely ignored. This is a scam!",1,Media & Publishing
"Absolutely disgusted with how I was treated. I ordered a highly anticipated book a month in advance, and when it finally arrived, it was damaged. After reaching out for a replacement, I got a vague response saying I should just return it myself. Unbelievable!",1,Media & Publishing
"This company is a joke! I signed up for a digital service, and they keep charging my card even after I canceled. They've made it impossible to get in touch with anyone who can help. I feel completely ripped off!",1,Media & Publishing
"Ordered an audiobook and was promised a delivery date. That date came and went without any notification. When I finally contacted support, they told me it was back-ordered indefinitely. Why do you even have a website if you can’t fulfill orders?",1,Media & Publishing
"I purchased a self-help book that was supposed to be a bestseller. What a joke! It was poorly written and filled with cliches. I tried to get a refund, but they refused. I'm seriously questioning their credibility!",1,Media & Publishing
"Tried to download e-books from their site, and it was an absolute nightmare. Every link was broken, and their helpdesk was less than useless. I’ve never felt so frustrated and cheated. Avoid at all costs!",1,Media & Publishing
"This publishing company is a disaster! I attended a live event they organized, and it was so disorganized that we couldn't even find our seats. When I asked for a refund, they ignored my request. Total waste of time and money!",1,Media & Publishing
"What a scam! I ordered a special edition book, and they sent me a paperback instead. Their customer service told me I was mistaken, and wouldn’t even consider an exchange. I’ll never buy from them again!",1,Media & Publishing
"I signed up for their online course and got absolutely nothing of value. The content was basic, and I could barely understand the instructor. Reached out for a refund—never heard back. They’re just after your money!",1,Media & Publishing
"I have never been this frustrated. I pre-ordered a book that was supposed to arrive on release day, and it didn’t show up for a week. When I asked for updates, they kept feeding me lies. Honestly, I’m done with them!",1,Media & Publishing
"I purchased an e-book that was supposed to be delivered instantly. It's now been over a week and I still haven't received anything. Customer service is unhelpful and dismissive, offering no solution whatsoever. I feel completely ripped off.",1,Media & Publishing
"This magazine is a joke. I subscribed months ago and I've received only one issue. The rest of my subscription is just sitting there while they blame ‘distribution issues’. It's incredibly frustrating, and I’m left feeling cheated out of my money.",1,Media & Publishing
"I ordered a special edition book as a gift and was assured it would arrive before my friend's birthday. Instead, it arrived late and damaged. Their support team was completely unresponsive when I tried to resolve the issue. What a waste of time and money!",1,Media & Publishing
"Absolutely appalling service. I signed up for their exclusive online event but could never log in. I reached out multiple times and received no help. They took my money, and I got nothing in return. How do they stay in business?",1,Media & Publishing
"I bought a subscription to their digital publication, and the content was nothing like what they advertised. It’s like they tricked me into paying for mediocre articles that I could find for free elsewhere. I feel completely scammed.",1,Media & Publishing
"Ordered a limited-edition hardcover book that they claimed was in stock, only to find out weeks later that they had misled me. They offered no clear answer about my refund and kept pushing me to wait. I will never trust them again.",1,Media & Publishing
"Their customer support is a nightmare. I reached out about an order I never received, and they just kept putting me on hold. When I finally got someone, they were rude and unhelpful. I will definitely be taking my business elsewhere.",1,Media & Publishing
"I bought a ticket for a virtual workshop, but when I clicked the link to join, it directed me to an error page. No explanation, no refund, nothing. It's a complete scam, and they have no shame in ripping off their customers!",1,Media & Publishing
"I returned a book that was delivered with pages missing, and they refused to acknowledge my return request. I had to chase them multiple times just to get a partial refund. This has been the worst experience I've ever had with a publisher.",1,Media & Publishing
"Signed up for a premium service with promises of exclusive content and perks, but it's all just smoke and mirrors. The content is generic and they never deliver on their promises. Save your money and look elsewhere!",1,Media & Publishing
"I can't believe I wasted my money on this. I ordered a highly anticipated release, and after a week of waiting, I was informed it was back-ordered. Christmas is around the corner, and now I'm left scrambling to find a different gift. Absolute disgrace!",1,Media & Publishing
"This company is a complete joke! I placed an order for a special edition book, and it arrived damaged beyond repair. It took forever to get a response, and when I finally did, they said there’s nothing they could do. Save your time and money!",1,Media & Publishing
"What a scam! I purchased an eBook, only to receive an email days later saying the download link was expired. When I reached out for help, they gave me the runaround. I'm done with this pathetic excuse for a publisher.",1,Media & Publishing
"Terrible service! I pre-ordered a book months in advance, and when the release date came, I was told the order got lost. No refund, no replacement, just excuses. This is not how you treat customers!",1,Media & Publishing
"I regret ordering from this place! The magazine subscription I signed up for never arrived, and their customer service is non-existent. I've sent countless emails and heard nothing back. They took my money and vanished!",1,Media & Publishing
"This isn't publishing, it's fraud! I bought a collection of classic novels only to find out they were poorly printed and pages were missing. When I asked for a refund, they insisted it was my fault for not reading their 'no return' policy. Ridiculous!",1,Media & Publishing
"Terrible experience overall! I ordered a graphic novel, and it came with pages stuck together and ink smudged everywhere. I can't believe they let such garbage leave their warehouse. I'll never order from them again!",1,Media & Publishing
"Absolutely infuriating! I ordered a book and was told it shipped, but it never arrived. I contacted support, and they just kept telling me to wait longer. It's been over two weeks! This is not how you run a business!",1,Media & Publishing
"I thought I was supporting a local publisher, but what a mistake! The book I ordered was completely misprinted, and after several complaints, they offered me a store credit instead of a refund. Honestly, what a waste!",1,Media & Publishing
This so-called publisher is a complete fraud! I ordered a signed copy of a bestseller and received a regular edition. Reaching out to them was pointless; they just ignored my requests. Do yourself a favor and steer clear!,1,Media & Publishing
"I ordered a book two weeks ago with express shipping for a birthday gift. It never arrived, and all I got from customer service was a generic automated response. Completely infuriating and unacceptable!",1,Media & Publishing
"I was so excited to receive my art print, but the colors were all wrong and the quality was abysmal. I tried to reach out for a refund, but they just ghosted me. Total waste of money!",1,Media & Publishing
"The magazine subscription I signed up for has been a nightmare. Issues are always late or missing, and customer service is useless. I've given up trying to get my money back. Never again!",1,Media & Publishing
"I ordered a custom calendar, and the images were pixelated and blurry. It was a gift for my parents, and I ended up with something that looked like it was printed from a 10-year-old printer. Pathetic!",1,Media & Publishing
Placed an order for digital prints; they sent the wrong files and ignored my emails requesting the correct ones. Such a lack of professionalism. I feel completely cheated!,1,Media & Publishing
"I thought I was getting a limited edition book, but when it arrived, it was just a cheap reprint with none of the features advertised. Customer service was no help at all. I want my money back!",1,Media & Publishing
"Absolutely the worst service I've ever experienced. I subscribed to an audiobook service that promised a free trial. They charged me without warning, and now I can’t get a refund. Scammers!",1,Media & Publishing
"The quality of the self-published book I ordered was horrendous. The printing was off-center, and the paper was so thin it felt like tissue. I'll never use this company again!",1,Media & Publishing
"I bought a puzzle book for my son, and it was completely unusable. Pages were torn, and some were even missing! I reached out for help but got no response. What a joke!",1,Media & Publishing
The photo book I ordered arrived with the worst binding I've ever seen—pages falling out within minutes. I can’t believe I wasted my money on this. Do not trust them!,1,Media & Publishing
"Absolutely infuriating! I ordered a highly anticipated novel weeks in advance, only to find out it was never shipped. Customer service was no help—just a bunch of automated responses. I feel completely cheated.",1,Media & Publishing
This magazine subscription is a total scam! I signed up for a 'special offer' and received nothing but a few generic issues that looked like they were printed on recycled napkins. Save your money!,1,Media & Publishing
I can't believe I wasted my time and money on this. The eBook I purchased was riddled with errors and formatting issues. It’s like they didn’t even proofread it! Never going back.,1,Media & Publishing
"Ordered a hardcover book that arrived in a plastic bag. Of course, it was damaged beyond belief. The seller's response? 'Sorry, we can't help you.' What kind of customer service is that?",1,Media & Publishing
The audio quality of the podcast I subscribed to is atrocious. It sounds like it was recorded in a tin can! I expected much better from a so-called 'leading media company'.,1,Media & Publishing
Totally dissatisfied with the way they handled my complaint about a missing article in my digital journal. I was promised a refund but never received it. This company has no integrity.,1,Media & Publishing
"I thought I'd be getting original content, but instead, it feels like I’m just rehashing the same boring stuff over and over. Wasted my money on a subscription that brings zero value.",1,Media & Publishing
"I can’t stress enough how terrible this publishing house is! My manuscript was lost for weeks, and when I finally got it back, they had made several glaring mistakes. Just appalling!",1,Media & Publishing
"Their customer service is a nightmare! I tried to cancel my subscription within the trial period, and they still charged me. Now I have to dispute the charge. Avoid at all costs!",1,Media & Publishing
"Disgusted with the quality of the literature I received. Pages were ripped, and the cover looked like it had been through a war zone. I can’t believe they think this is acceptable!",1,Media & Publishing
What a scam! I ordered a highly-rated bestseller and received a cheap knockoff instead. No customer service response after multiple attempts. Never trusting this site again!,1,Media & Publishing
"I ordered a subscription to a magazine and received nothing but empty promises. They took my money, but I'm still waiting for my first issue. Absolutely unacceptable!",1,Media & Publishing
"This company is a joke! I purchased a book for a gift, and it arrived damaged with pages missing. Their return process is a nightmare. How can they stay in business?",1,Media & Publishing
